,URL,Lastmod,Title,Description
0,https://ntrs.nasa.gov/citations/20210014758,2023-08-03,Chapter 2.6: Physical Chemistry and Thermal Evolution of Ices at Ganymede,"Ganymede’s surface is composed mostly of water ice and other icy materials in addition to minor non-ice components. The formation and evolution of Ganymede’s landforms highly depend on the nature of the icy materials as they present various thermal and rheological behaviors.  This chapter reviews the currently known thermodynamic parameters of the ice phases and hydrates reported on Ganymede, which seem to affect the evolution of the surface, using mainly results from the Voyager and Galileo missions"
1,https://ntrs.nasa.gov/citations/20210016661,2023-08-03,Updated Assessment of Turboelectric Boundary Layer Ingestion Propulsion Applied to a Single-Aisle Commercial Transport,"Recent advances in technology and a push for more environmentally friendly air transportation has led to interest in electrified aircraft propulsion (EAP). EAP encompasses many different propulsion system architectures which can also enable new, synergistic propulsion-airframe integration approaches. This report evaluates the combination of turboelectric EAP and fuselage boundary layer ingestion (BLI) propulsion in a concept called “STARC-ABL.” The predicted fuel consumption benefits of STARC-ABL are updated from a prior 2016 study with new mission requirements and analysis methodologies. Additionally, certification noise is added to the concept evaluation. To properly assess the impact of EAP, a new concept, “ST-ABL,” is developed for comparison which includes the fuselage BLI propulsor driven mechanically instead of by a turboelectric system. STARC-ABL is predicted to provide a 3.4% reduction in fuel consumption for a single-aisle class, 3500 nmi design mission and a 2.7% reduction for a 900 nmi mission, both relative to an advanced technology conventional aircraft. STARC-ABL is also predicted to have a Chapter 14 cumulative noise margin of 7 EPNdB. The non-EAP ST-ABL concept results in slightly higher fuel consumption and noise than STARC-ABL, indicating that the turboelectric system provides benefits over the mechanical drive approach to fuselage BLI. Areas for future research and evolution of the concept include assessing its applicability to other aircraft sizes, increasing the fidelity of BLI and electric component modeling, and investigating other EAP architecture options."
2,https://ntrs.nasa.gov/citations/20210016968,2023-08-03,Nuclear Power Concepts and Development Strategies for High-Power Electric Propulsion Missions to Mars,"Under the Mars Transportation Assessment Study (MTAS), NASA and the Department of Energy are performing analyses and generating concepts for crewed nuclear electric propulsion (NEP) missions to Mars. This report presents the results of trade studies and concept development for the nuclear electric power system, consisting of the fission reactor, radiation shielding, power conversion, heat rejection, and power management and distribution (PMAD). The nuclear power team completed trade studies to evaluate different reactor and power conversion technologies and developed preliminary concepts for the crew shielding, waste heat radiators, and PMAD. The initial results suggest that a modified terrestrial microreactor combined with supercritical CO2 Brayton conversion could be used to perform the crew and cargo missions with satisfactory performance and modest risk. The report includes preliminary development strategies that could bring the NEP technology to fruition for Mars missions in the late 2030s or early 2040s."
3,https://ntrs.nasa.gov/citations/20210017047,2023-08-03,Seasonal Variability in the Mechanisms Behind the 2020 Siberian Heatwaves,"Record-breaking heatwaves and wildfires immersed Siberia during the boreal spring of 2020 following an anomalously warm winter. Springtime heatwaves are becoming more common in the region, with statistically significant trends in the frequency, magnitude, and duration of heatwave events over the past four decades. Mechanisms by which the heatwaves occur and contributing factors differ by season. Winter heatwave frequency is correlated with the atmospheric circulation, particularly the Arctic Oscillation, while the frequency of heatwaves during the spring months is highly correlated with aspects of the land surface including snow cover, albedo, and latent heat flux. Idealized AMIP-style experiments are used to quantify the contribution of suppressed Arctic sea ice and snow cover over Siberia on the atmospheric circulation, surface energy budget, and surface air temperature in Siberia during the winter and spring of 2020. Sea ice concentration contributed to the strength of the stratospheric polar vortex and Arctic Oscillation during the winter months, thereby influencing the tropospheric circulation and surface air temperature over Siberia. Warm temperatures across the region resulted in an earlier-than-usual recession of the winter snowpack. The exposed land surface contributed to up to 20% of the temperature anomaly during the spring through the albedo feedback and changes in the ratio of the latent and sensible heat fluxes. This, in combination with favorable atmospheric circulation patterns, resulted in record-breaking heatwaves in Siberia in the spring of 2020."
4,https://ntrs.nasa.gov/citations/20210019043,2023-08-03,NASA Ground-based Layered Pressure Vessels Materials Report,"A significant portion of Layered Pressure Vessels (LPVs) manufactured for NASA in the 1950s and ’60s are of non-code construction. These vessels were constructed to the standards of individual manufacturers rather than an industry or consensus standard and often contain legacy or proprietary materials, which have poor or no characterization. Obtaining correct material properties is the first step in assuring vessel safety and predicting life and critical failure modes before they happen. This report details the efforts of the LPV Project related to material properties and characterization. The goal in testing materials from deconstructed vessels was to provide material characterization utilizing modern test methods that would give a strong probabilistic base as an option for future analysis. ASTM E1820, Standard Test Method for Measurement of Fracture Toughness was used for fracture toughness; ASTM E1921, Standard Test Method for Determination of Reference Temperature, T0, for Ferritic Steels in the Transition Range for transition temperature; and ASTM E647, Standard Test Method for Measurement of Fatigue Crack Growth Rates for fatigue crack growth. Particular focus was placed on determination of transition temperature through evaluation of the T0 reference temperature in accordance with ASTM E1921. Transition temperature testing allows for a probabilistic analysis of vessel materials that may be operating at temperatures below the transition from ductile tearing to brittle cleavage failure. This test method was not available at the time of construction and has proved invaluable to the characterization of older ferritic steels. The values reported are specific to the largest body of materials found in the current NASA fleet, but do not claim to be all inclusive. As demonstrated in this report, some materials contain extreme lot-to-lot variability. In some cases, this can be comfortably bounded by worst case probabilistic methods, however it is always recommended that vessel specific data be collected in as much depth as possible to ensure correct assumptions and avoid unduly restricting vessel usage."
5,https://ntrs.nasa.gov/citations/20210019067,2023-08-03,Scientific Value of Including an Atmospheric Sample as Part of Mars Sample Return (MSR),"The Perseverance rover is meant to collect samples of the martian surface for eventual return to Earth. The headspace gas present over the solid samples within the sample tubes will be of significant scientific interest for what it reveals about the interactions of the solid samples with the trapped atmosphere and for what it will reveal about the martian atmosphere itself. However, establishing the composition of the martian atmosphere will require other dedicated samples. The headspace gas as the sole atmospheric sample is problematic for many reasons. The quantity of gas present within the sample tube volume is insufficient for many investigations, and there will be exchange between solid samples, headspace gas, and tube walls. Importantly, the sample tube materials and preparation were not designed for optimal Mars atmospheric gas collection and storage as they were not sent to Mars in a degassed evacuated state and have been exposed to both Earth's and Mars' atmospheres. Additionally, there is a risk of unconstrained seal leakage in transit back to Earth, which would allow fractionation of the sample (leak-out) and contamination (leak-in). The science return can be improved significantly (and, in some cases, dramatically) by adding one or more of several strategies listed here in increasing order of effectiveness and difficulty of implementation: (1) Having Perseverance collect a gas sample in an empty sample tube, (2) Collecting gas in a newly-designed, valved, sample-tube-sized vessel that is flown on either the Sample Fetch Rover (SFR) or the Sample Retrieval Lander (SRL), (3) Adding a larger (50-100 cc) dedicated gas sampling volume to the Orbiting Sample container (OS), (4) Adding a larger (50-100 cc) dedicated gas sampling volume to the OS that can be filled with compressed martian atmosphere."
6,https://ntrs.nasa.gov/citations/20210020918,2023-08-03,A Deep Learning Approach to Fast Radiative Transfer,"Due to the sheer volume of data, leveraging satellite instrument observations effectively in a data assimilation context for numerical weather prediction or for remote sensing requires a radiative transfer model as an observation operator that is both fast and accurate at the same time. Physics-based line-by-line radiative transfer (RT) models fulfil the requirement for accuracy, but are too slow and too costly in computational terms for operational applications. Therefore, fast methods were developed to be able to perform fast RT calculations using techniques such as spectral sampling or pre-computed look-up tables. The operational fast models currently calculate the absorption and scattering coefficients from the pre-computed regression coefficients and atmospheric state and cloud profiles. As a novel solution to this problem, this work investigates a deep learning approach to replace the regression coefficients in the fast RT models. A selection of hidden-layer neural network configurations is trained against atmospheric transmittance profile data computed by an accurate line-by-line model and their performance is evaluated and their advantages and disadvantages are discussed."
7,https://ntrs.nasa.gov/citations/20210021415,2023-08-03,Soil Respiration Phenology Improves Modeled Phase of Terrestrial Net Ecosystem Exchange in Northern Hemisphere,"In the northern hemisphere, terrestrial ecosystems transition from net sources of CO2 to the atmosphere in winter to net ecosystem carbon sinks during spring. The timing (or phase) of this transition, determined by the balance between ecosystem respiration (RECO) and primary production, is key to estimating the amplitude of the terrestrial carbon sink. We diagnose an apparent phase bias in the RECO and net ecosystem exchange (NEE) seasonal cycles estimated by the Terrestrial Carbon Flux (TCF) model framework and investigate its link to soil respiration mechanisms. Satellite observations of vegetation canopy conditions, surface meteorology, and soil moisture from the NASA SMAP Level 4 Soil Moisture product are used to model a daily carbon budget for a global network of eddy covariance flux towers. Proposed modifications to TCF include: the inhibition of foliar respiration in the light (the Kok effect); a seasonally varying litterfall phenology; an O2 diffusion limitation on heterotrophic respiration (RH); and a vertically resolved soil decomposition model. We find that RECO phase bias can result from bias in RECO magnitude and that mechanisms which reduce northern spring RECO, like substrate and O2 diffusion limitations, can mitigate the phase bias. A vertically resolved soil decomposition model mitigates this bias by temporally segmenting and lagging RH. Applying these model enhancements at Continuous Soil Respiration (COSORE) sites verifies their improvement of RECO and NEE skill compared to in situ observations (up to ∆RMSE = −0.76 g C m−2 d −1 35 ). Ultimately, these mechanisms can improve prior estimates of NEE for atmospheric inversion studies."
8,https://ntrs.nasa.gov/citations/20210022214,2023-08-03,Identification of Best Practices for Predicting Inlet Performance Using FUN3D Part 2: Installed Inlets.,"A series of studies were performed to assess the impacts of boundary condition type and placement, grid reﬁnement, and modeling parameters such as turbulence model and ﬂux limiter on the predicted inlet performance for installed inlet conﬁgurations using the FUN3D ﬂow solver. Two conﬁgurations were considered for the study; a wall-mounted Boundary Layer Ingestion (BLI) inlet and the C607 propulsion model tested in the 8x6 Supersonic Wind Tunnel at the NASA Glenn Research Center. The results of the studies were to be used to recommend best practices, as well as to assess the accuracy of FUN3D for inlet predictions. The results of BLI inlet stud-ies showed a minimal impact of grid reﬁnement on the predicted inlet performance for a constant mass ﬂow rate through the inlet. For the C607 propulsion model, the results showed that while the FUN3D predictions at the Aerodynamic Inter-face Plane (AIP) qualitatively agree with the experimental data, FUN3D showed a tendency to overpredict the circumferential distortion metric (IDCmax) and un-derpredict both the radial distortion metric (IDRmax) and the pressure recovery at the AIP (PRAIP ), with the diﬀerences between FUN3D and the experimental data increasing with increasing grid reﬁnement and Mach number. Additionally, the outﬂow boundary location studies performed for both geometries showed that the solution at the AIP was not signiﬁcantly impacted by the outﬂow boundary location as long as it was not placed at the location of the AIP. The modeling parameter studies did not indicate a path forward for improved predictions for either inlet con-ﬁguration. Finally, comparisons between the mass ﬂow plug and outﬂow geometry versions of the C607 propulsion model illustrated favorable agreement, which indi-cates that the diﬀerences observed are not caused by the outﬂow boundary model for this problem. This problem poses signiﬁcant challenges to Reynolds-averaged Navier-Stokes (RANS) solvers due to the presence of shocks and ﬂow separation in the inlet."
9,https://ntrs.nasa.gov/citations/20210024128,2023-08-03,Lunar Simulant Deposition Technique for Dust Tolerance Studies,"A renewed interest in lunar exploration has spawned an array of development efforts for lunar surface assets. These systems depend on the reliable operation of mechanisms and components that may be susceptible to performance degradations or failure due to dust. The Uniform Dust Deposition System was developed at the NASA Glenn Research Center to provide repeatable, uniform, and automated deposition of simulants on surfaces of interest for dust mitigation testing. The system is capable of depositing simulants on test articles up to 60 cm in diameter and 15 cm high in a dry air environment with less than 1 percent relative humidity while keeping users safe from aerosolized dust. The automation of the system allows for
high testing throughput while not sacrificing test quality and allows the user to reduce data in parallel. The additional development of a simulant preparation technique complements the repeatability of the deposition physics during testing. The system includes an imaging subsystem that leverages the power of machine learning to count simulant particles and measure their size, thereby allowing for accurate predictions of
surface deposition densities (coefficient of determination R^(2) = 0.93) from images alone. The coverage of dust on a surface was shown to be uniform (coefficient of variation CV < 0.11), allowing developers to accurately evaluate the performance of their technology with a prescribed amount of lunar simulant, information that can be used to develop and refine models. The accuracy of the system is currently less than desired for a single deposition run, with a standard deviation (SD) ranging from 18 to 24 mg, or 0.839 to 1.184 mg/sq. cm , for a 5-cm-diameter area. However, the accuracy can be improved by performing multiple deposition runs to build dust to a desired level. Testing has shown that a SD of 0.2 to 0.6 mg, or 0.076 to 0.227 mg/sq. cm, can be achieved for a 5-cm-diameter area using this technique."
